acc_epoch,acc_step,epoch,step,train_loss_epoch,train_loss_step
,0.984375,4,4599,,0.03540102019906044
,1.0,4,4649,,0.03779122605919838
0.971750020980835,,4,4689,0.09570381790399551,
,0.96875,5,4699,,0.08950059860944748
,0.96875,5,4749,,0.053331345319747925
,0.953125,5,4799,,0.15063290297985077
,0.9375,5,4849,,0.1197194904088974
,0.953125,5,4899,,0.11303792893886566
,0.984375,5,4949,,0.04331395402550697
,0.96875,5,4999,,0.14025519788265228
,0.953125,5,5049,,0.06261225044727325
,0.984375,5,5099,,0.03521602973341942
,0.984375,5,5149,,0.059647925198078156
,1.0,5,5199,,0.006212477572262287
,1.0,5,5249,,0.016237828880548477
,0.96875,5,5299,,0.12049935758113861
,0.953125,5,5349,,0.186403289437294
,0.984375,5,5399,,0.05438786372542381
,0.984375,5,5449,,0.05608120188117027
,0.984375,5,5499,,0.040703773498535156
,0.984375,5,5549,,0.03379099443554878
,0.984375,5,5599,,0.04651622101664543
0.9758666753768921,,5,5627,0.0809922069311142,
,0.9375,6,5649,,0.2279471457004547
,1.0,6,5699,,0.026553470641374588
,1.0,6,5749,,0.02388438768684864
,0.96875,6,5799,,0.11349247395992279
,1.0,6,5849,,0.024603014811873436
,0.984375,6,5899,,0.040483664721250534
,0.96875,6,5949,,0.07454382628202438
,1.0,6,5999,,0.024805797263979912
,1.0,6,6049,,0.018899288028478622
,0.953125,6,6099,,0.06135888025164604
,0.96875,6,6149,,0.10030980408191681
,1.0,6,6199,,0.018899008631706238
,0.953125,6,6249,,0.10162270814180374
,1.0,6,6299,,0.09378257393836975
,1.0,6,6349,,0.023263173177838326
,1.0,6,6399,,0.024443313479423523
,1.0,6,6449,,0.019856922328472137
,0.984375,6,6499,,0.0505000464618206
,1.0,6,6549,,0.002320308471098542
0.9793999791145325,,6,6565,0.06970193982124329,
,1.0,7,6599,,0.015415010042488575
,0.96875,7,6649,,0.07277639210224152
,1.0,7,6699,,0.020396819338202477
,0.984375,7,6749,,0.05567314475774765
,1.0,7,6799,,0.01862519606947899
,0.953125,7,6849,,0.07070751488208771
,0.984375,7,6899,,0.04039936512708664
,0.984375,7,6949,,0.036151088774204254
,0.984375,7,6999,,0.038913972675800323
,0.953125,7,7049,,0.07311738282442093
,0.984375,7,7099,,0.02141568250954151
,0.953125,7,7149,,0.1317691057920456
,1.0,7,7199,,0.01796615868806839
,1.0,7,7249,,0.00547205563634634
,1.0,7,7299,,0.013633032329380512
,0.984375,7,7349,,0.037809647619724274
,1.0,7,7399,,0.014158811420202255
,1.0,7,7449,,0.01100413128733635
,0.90625,7,7499,,0.31000545620918274
0.9821500182151794,,7,7503,0.06044963374733925,
,1.0,8,7549,,0.020275164395570755
,0.984375,8,7599,,0.05911608412861824
,0.984375,8,7649,,0.07639136910438538
,1.0,8,7699,,0.026769017800688744
,0.96875,8,7749,,0.07195150852203369
,1.0,8,7799,,0.0062948549166321754
,1.0,8,7849,,0.025415116921067238
,0.984375,8,7899,,0.05754556879401207
,1.0,8,7949,,0.02683670073747635
,0.96875,8,7999,,0.09570185095071793
,0.953125,8,8049,,0.0889817625284195
,1.0,8,8099,,0.008437010459601879
,0.96875,8,8149,,0.09196747094392776
,0.984375,8,8199,,0.09087967127561569
,0.984375,8,8249,,0.07772140204906464
,0.984375,8,8299,,0.06324644386768341
,0.984375,8,8349,,0.027160299941897392
,0.984375,8,8399,,0.028428487479686737
0.9847000241279602,,8,8441,0.052676621824502945,
,0.953125,9,8449,,0.21403878927230835
,0.984375,9,8499,,0.09500203281641006
,0.953125,9,8549,,0.20871052145957947
,1.0,9,8599,,0.017355000600218773
,1.0,9,8649,,0.023863915354013443
,0.984375,9,8699,,0.05736074224114418
,0.984375,9,8749,,0.018716441467404366
,0.96875,9,8799,,0.03275725618004799
,0.984375,9,8849,,0.026554139330983162
,0.984375,9,8899,,0.04174714908003807
,0.984375,9,8949,,0.05277325212955475
,0.984375,9,8999,,0.04394448548555374
,1.0,9,9049,,0.010442464612424374
,1.0,9,9099,,0.031205613166093826
,0.96875,9,9149,,0.04580586403608322
,1.0,9,9199,,0.007930649444460869
,1.0,9,9249,,0.020643673837184906
,0.984375,9,9299,,0.06852244585752487
,0.921875,9,9349,,0.128719300031662
0.9868000149726868,,9,9379,0.04605353996157646,
